0.009033203125,10,mergesort,R,Scheme
0.075927734375,60,mergesort,R,Scheme
0.136962890625,110,mergesort,R,Scheme
0.276123046875,160,mergesort,R,Scheme
0.288818359375,210,mergesort,R,Scheme
0.366943359375,260,mergesort,R,Scheme
0.471923828125,310,mergesort,R,Scheme
0.536865234375,360,mergesort,R,Scheme
0.623779296875,410,mergesort,R,Scheme
0.714111328125,460,mergesort,R,Scheme
0.821044921875,510,mergesort,R,Scheme
0.888916015625,560,mergesort,R,Scheme
0.98388671875,610,mergesort,R,Scheme
1.078125,660,mergesort,R,Scheme
1.171142578125,710,mergesort,R,Scheme
1.273193359375,760,mergesort,R,Scheme
1.365966796875,810,mergesort,R,Scheme
1.468994140625,860,mergesort,R,Scheme
1.505126953125,910,mergesort,R,Scheme
1.598876953125,960,mergesort,R,Scheme
