0.005859375,10,insertionsort,R,Scheme
0.14794921875,60,insertionsort,R,Scheme
0.416015625,110,insertionsort,R,Scheme
0.8271484375,160,insertionsort,R,Scheme
1.375,210,insertionsort,R,Scheme
2.162109375,260,insertionsort,R,Scheme
3.02490234375,310,insertionsort,R,Scheme
4.3759765625,360,insertionsort,R,Scheme
4.826904296875,410,insertionsort,R,Scheme
6.427001953125,460,insertionsort,R,Scheme
7.376953125,510,insertionsort,R,Scheme
8.434814453125,560,insertionsort,R,Scheme
10.14892578125,610,insertionsort,R,Scheme
11.08984375,660,insertionsort,R,Scheme
11.884033203125,710,insertionsort,R,Scheme
13.079833984375,760,insertionsort,R,Scheme
32.35791015625,810,insertionsort,R,Scheme
14.532958984375,860,insertionsort,R,Scheme
15.550048828125,910,insertionsort,R,Scheme
16.2568359375,960,insertionsort,R,Scheme
