1522.94921875,1000,mergesort,R,Scheme
1532.958984375,1000,mergesort,R,Scheme
1490.966796875,1000,mergesort,R,Scheme
1520.01953125,1000,mergesort,R,Scheme
1502.9296875,1000,mergesort,R,Scheme
1495.849609375,1000,mergesort,R,Scheme
1491.943359375,1000,mergesort,R,Scheme
1548.095703125,1000,mergesort,R,Scheme
1490.966796875,1000,mergesort,R,Scheme
1470.21484375,1000,mergesort,R,Scheme
3239.990234375,2000,mergesort,R,Scheme
3181.884765625,2000,mergesort,R,Scheme
3109.130859375,2000,mergesort,R,Scheme
3143.06640625,2000,mergesort,R,Scheme
3080.078125,2000,mergesort,R,Scheme
28990.966796875,2000,mergesort,R,Scheme
2968.017578125,2000,mergesort,R,Scheme
3007.080078125,2000,mergesort,R,Scheme
2967.041015625,2000,mergesort,R,Scheme
3001.953125,2000,mergesort,R,Scheme
4739.990234375,3000,mergesort,R,Scheme
4734.130859375,3000,mergesort,R,Scheme
4705.810546875,3000,mergesort,R,Scheme
4701.904296875,3000,mergesort,R,Scheme
4728.02734375,3000,mergesort,R,Scheme
4694.82421875,3000,mergesort,R,Scheme
4729.98046875,3000,mergesort,R,Scheme
4740.966796875,3000,mergesort,R,Scheme
4687.01171875,3000,mergesort,R,Scheme
4740.966796875,3000,mergesort,R,Scheme
6698.974609375,4000,mergesort,R,Scheme
12781.005859375,4000,mergesort,R,Scheme
6571.044921875,4000,mergesort,R,Scheme
6561.03515625,4000,mergesort,R,Scheme
6571.044921875,4000,mergesort,R,Scheme
6562.98828125,4000,mergesort,R,Scheme
8004.150390625,4000,mergesort,R,Scheme
7860.107421875,4000,mergesort,R,Scheme
7179.931640625,4000,mergesort,R,Scheme
7241.943359375,4000,mergesort,R,Scheme
9568.115234375,5000,mergesort,R,Scheme
22876.953125,5000,mergesort,R,Scheme
8594.970703125,5000,mergesort,R,Scheme
8552.978515625,5000,mergesort,R,Scheme
8587.158203125,5000,mergesort,R,Scheme
8622.0703125,5000,mergesort,R,Scheme
8652.099609375,5000,mergesort,R,Scheme
8593.017578125,5000,mergesort,R,Scheme
8762.939453125,5000,mergesort,R,Scheme
16369.140625,5000,mergesort,R,Scheme
10814.94140625,6000,mergesort,R,Scheme
10539.0625,6000,mergesort,R,Scheme
10516.845703125,6000,mergesort,R,Scheme
10559.08203125,6000,mergesort,R,Scheme
10620.1171875,6000,mergesort,R,Scheme
10586.181640625,6000,mergesort,R,Scheme
17970.947265625,6000,mergesort,R,Scheme
10562.01171875,6000,mergesort,R,Scheme
10523.92578125,6000,mergesort,R,Scheme
10515.869140625,6000,mergesort,R,Scheme
12692.87109375,7000,mergesort,R,Scheme
12532.958984375,7000,mergesort,R,Scheme
12501.953125,7000,mergesort,R,Scheme
18916.015625,7000,mergesort,R,Scheme
12504.150390625,7000,mergesort,R,Scheme
12500.9765625,7000,mergesort,R,Scheme
12525.146484375,7000,mergesort,R,Scheme
12488.037109375,7000,mergesort,R,Scheme
12488.037109375,7000,mergesort,R,Scheme
19114.990234375,7000,mergesort,R,Scheme
14597.16796875,8000,mergesort,R,Scheme
14513.916015625,8000,mergesort,R,Scheme
14539.0625,8000,mergesort,R,Scheme
14548.095703125,8000,mergesort,R,Scheme
20896.97265625,8000,mergesort,R,Scheme
14501.953125,8000,mergesort,R,Scheme
14560.05859375,8000,mergesort,R,Scheme
14551.025390625,8000,mergesort,R,Scheme
14568.84765625,8000,mergesort,R,Scheme
22604.00390625,8000,mergesort,R,Scheme
16645.99609375,9000,mergesort,R,Scheme
16564.94140625,9000,mergesort,R,Scheme
16563.96484375,9000,mergesort,R,Scheme
23875.9765625,9000,mergesort,R,Scheme
17199.21875,9000,mergesort,R,Scheme
17312.98828125,9000,mergesort,R,Scheme
17178.955078125,9000,mergesort,R,Scheme
17239.013671875,9000,mergesort,R,Scheme
24123.046875,9000,mergesort,R,Scheme
16578.125,9000,mergesort,R,Scheme
18655.029296875,10000,mergesort,R,Scheme
18594.970703125,10000,mergesort,R,Scheme
25342.041015625,10000,mergesort,R,Scheme
18600.830078125,10000,mergesort,R,Scheme
18588.134765625,10000,mergesort,R,Scheme
18593.994140625,10000,mergesort,R,Scheme
26530.029296875,10000,mergesort,R,Scheme
18548.095703125,10000,mergesort,R,Scheme
18536.1328125,10000,mergesort,R,Scheme
18603.02734375,10000,mergesort,R,Scheme
28653.076171875,11000,mergesort,R,Scheme
20762.939453125,11000,mergesort,R,Scheme
20783.935546875,11000,mergesort,R,Scheme
28330.078125,11000,mergesort,R,Scheme
20674.072265625,11000,mergesort,R,Scheme
20654.052734375,11000,mergesort,R,Scheme
20679.931640625,11000,mergesort,R,Scheme
27260.986328125,11000,mergesort,R,Scheme
20800.048828125,11000,mergesort,R,Scheme
