10, 1
60, 8
110, 32
160, 44
210, 74
260, 113
310, 188
360, 236
410, 271
460, 364
510, 445
560, 535
610, 686
660, 737
710, 855
760, 1014
810, 1136
860, 1252
910, 1374
960, 1465
0, 0
