input,time,language,algorithm
37000,984437,C,insertion_iterative
37000,981294,C,insertion_iterative
37000,991080,C,insertion_iterative
37000,989239,C,insertion_iterative
37000,985843,C,insertion_iterative
37000,983995,C,insertion_iterative
37000,973867,C,insertion_iterative
38000,1028392,C,insertion_iterative
38000,1032234,C,insertion_iterative
38000,1038843,C,insertion_iterative
38000,1041115,C,insertion_iterative
38000,1040040,C,insertion_iterative
38000,1044348,C,insertion_iterative
38000,1046973,C,insertion_iterative
38000,1046304,C,insertion_iterative
38000,1039952,C,insertion_iterative
38000,1034369,C,insertion_iterative
39000,1096027,C,insertion_iterative
39000,1088939,C,insertion_iterative
39000,1088680,C,insertion_iterative
39000,1088781,C,insertion_iterative
39000,1097075,C,insertion_iterative
39000,1303847,C,insertion_iterative
39000,1169656,C,insertion_iterative
39000,1091175,C,insertion_iterative
39000,1091791,C,insertion_iterative
39000,1086722,C,insertion_iterative
40000,1148270,C,insertion_iterative
40000,1150577,C,insertion_iterative
40000,1147213,C,insertion_iterative
40000,1151211,C,insertion_iterative
40000,1147984,C,insertion_iterative
40000,1152386,C,insertion_iterative
40000,1147384,C,insertion_iterative
40000,1142193,C,insertion_iterative
40000,1155069,C,insertion_iterative
40000,1155122,C,insertion_iterative
41000,1206425,C,insertion_iterative
41000,1206845,C,insertion_iterative
41000,1209189,C,insertion_iterative
41000,1200587,C,insertion_iterative
41000,1203798,C,insertion_iterative
41000,1198758,C,insertion_iterative
41000,1215288,C,insertion_iterative
41000,1204596,C,insertion_iterative
41000,1215514,C,insertion_iterative
41000,1203769,C,insertion_iterative
42000,1263957,C,insertion_iterative
42000,1264601,C,insertion_iterative
42000,1255914,C,insertion_iterative
42000,1262553,C,insertion_iterative
42000,1263062,C,insertion_iterative
42000,1272196,C,insertion_iterative
42000,1280318,C,insertion_iterative
42000,1262935,C,insertion_iterative
42000,1274103,C,insertion_iterative
42000,1281679,C,insertion_iterative
43000,1326482,C,insertion_iterative
43000,1333710,C,insertion_iterative
43000,1318365,C,insertion_iterative
43000,1328504,C,insertion_iterative
43000,1327232,C,insertion_iterative
43000,1330807,C,insertion_iterative
43000,1328212,C,insertion_iterative
43000,1347168,C,insertion_iterative
43000,1339866,C,insertion_iterative
43000,1314113,C,insertion_iterative
44000,1386432,C,insertion_iterative
44000,1394444,C,insertion_iterative
44000,1388312,C,insertion_iterative
44000,1391510,C,insertion_iterative
44000,1395132,C,insertion_iterative
44000,1387460,C,insertion_iterative
44000,1388586,C,insertion_iterative
44000,1386946,C,insertion_iterative
44000,1397742,C,insertion_iterative
44000,1401329,C,insertion_iterative
45000,1459245,C,insertion_iterative
45000,1465246,C,insertion_iterative
45000,1450352,C,insertion_iterative
45000,1463532,C,insertion_iterative
45000,1449690,C,insertion_iterative
45000,1449206,C,insertion_iterative
45000,1452685,C,insertion_iterative
45000,1453058,C,insertion_iterative
45000,1454477,C,insertion_iterative
45000,1455895,C,insertion_iterative
46000,1517231,C,insertion_iterative
46000,1524760,C,insertion_iterative
46000,1530478,C,insertion_iterative
46000,1515891,C,insertion_iterative
46000,1519282,C,insertion_iterative
46000,1531050,C,insertion_iterative
46000,1520625,C,insertion_iterative
46000,1519557,C,insertion_iterative
46000,1512562,C,insertion_iterative
46000,1515887,C,insertion_iterative
47000,1589563,C,insertion_iterative
47000,1613587,C,insertion_iterative
47000,1587577,C,insertion_iterative
47000,1581304,C,insertion_iterative
47000,1580658,C,insertion_iterative
47000,1581579,C,insertion_iterative
47000,1591266,C,insertion_iterative
47000,1593330,C,insertion_iterative
47000,1605800,C,insertion_iterative
47000,1579030,C,insertion_iterative
48000,1649532,C,insertion_iterative
48000,1667372,C,insertion_iterative
48000,1669242,C,insertion_iterative
48000,1658593,C,insertion_iterative
48000,1654449,C,insertion_iterative
48000,1652475,C,insertion_iterative
48000,1654890,C,insertion_iterative
48000,1661786,C,insertion_iterative
48000,1656913,C,insertion_iterative
48000,1659832,C,insertion_iterative
49000,1736575,C,insertion_iterative
49000,1711833,C,insertion_iterative
49000,1718479,C,insertion_iterative
49000,1727529,C,insertion_iterative
49000,1709420,C,insertion_iterative
49000,1726076,C,insertion_iterative
49000,1727744,C,insertion_iterative
49000,1721257,C,insertion_iterative
49000,1733106,C,insertion_iterative
49000,1722395,C,insertion_iterative
0,0,C,insertion_iterative
1000,120,C,merge_recursive
1000,117,C,merge_recursive
1000,117,C,merge_recursive
1000,117,C,merge_recursive
1000,116,C,merge_recursive
1000,117,C,merge_recursive
1000,116,C,merge_recursive
1000,117,C,merge_recursive
1000,117,C,merge_recursive
1000,117,C,merge_recursive
2000,253,C,merge_recursive
2000,254,C,merge_recursive
2000,253,C,merge_recursive
2000,283,C,merge_recursive
2000,292,C,merge_recursive
2000,253,C,merge_recursive
2000,251,C,merge_recursive
2000,253,C,merge_recursive
2000,254,C,merge_recursive
2000,253,C,merge_recursive
3000,402,C,merge_recursive
3000,400,C,merge_recursive
3000,398,C,merge_recursive
3000,476,C,merge_recursive
3000,396,C,merge_recursive
3000,400,C,merge_recursive
3000,424,C,merge_recursive
3000,411,C,merge_recursive
3000,433,C,merge_recursive
3000,413,C,merge_recursive
4000,655,C,merge_recursive
4000,585,C,merge_recursive
4000,571,C,merge_recursive
4000,576,C,merge_recursive
4000,574,C,merge_recursive
4000,579,C,merge_recursive
4000,577,C,merge_recursive
4000,567,C,merge_recursive
4000,545,C,merge_recursive
4000,542,C,merge_recursive
5000,698,C,merge_recursive
5000,724,C,merge_recursive
5000,694,C,merge_recursive
5000,688,C,merge_recursive
5000,747,C,merge_recursive
5000,691,C,merge_recursive
5000,747,C,merge_recursive
5000,712,C,merge_recursive
5000,711,C,merge_recursive
5000,755,C,merge_recursive
6000,932,C,merge_recursive
6000,953,C,merge_recursive
6000,899,C,merge_recursive
6000,908,C,merge_recursive
6000,879,C,merge_recursive
6000,850,C,merge_recursive
6000,848,C,merge_recursive
6000,852,C,merge_recursive
6000,848,C,merge_recursive
6000,908,C,merge_recursive
7000,1092,C,merge_recursive
7000,1065,C,merge_recursive
7000,1003,C,merge_recursive
7000,1059,C,merge_recursive
7000,1066,C,merge_recursive
7000,1062,C,merge_recursive
7000,1006,C,merge_recursive
7000,1005,C,merge_recursive
7000,1003,C,merge_recursive
7000,1051,C,merge_recursive
8000,1151,C,merge_recursive
8000,1205,C,merge_recursive
8000,1182,C,merge_recursive
8000,1206,C,merge_recursive
8000,1182,C,merge_recursive
8000,1245,C,merge_recursive
8000,1146,C,merge_recursive
8000,1151,C,merge_recursive
8000,1146,C,merge_recursive
8000,1147,C,merge_recursive
9000,1315,C,merge_recursive
9000,1365,C,merge_recursive
9000,1310,C,merge_recursive
9000,1307,C,merge_recursive
9000,1356,C,merge_recursive
9000,1310,C,merge_recursive
9000,1304,C,merge_recursive
9000,1361,C,merge_recursive
9000,1305,C,merge_recursive
9000,1311,C,merge_recursive
10000,1462,C,merge_recursive
10000,1457,C,merge_recursive
10000,1459,C,merge_recursive
10000,1461,C,merge_recursive
10000,1596,C,merge_recursive
10000,1501,C,merge_recursive
10000,1489,C,merge_recursive
10000,1511,C,merge_recursive
10000,1457,C,merge_recursive
10000,1456,C,merge_recursive
11000,1631,C,merge_recursive
11000,1680,C,merge_recursive
11000,1656,C,merge_recursive
11000,1697,C,merge_recursive
11000,1734,C,merge_recursive
11000,1678,C,merge_recursive
11000,1734,C,merge_recursive
11000,1626,C,merge_recursive
11000,1631,C,merge_recursive
11000,1627,C,merge_recursive
12000,1784,C,merge_recursive
12000,1834,C,merge_recursive
12000,2003,C,merge_recursive
12000,1894,C,merge_recursive
12000,1854,C,merge_recursive
12000,1778,C,merge_recursive
12000,1783,C,merge_recursive
12000,1782,C,merge_recursive
12000,1931,C,merge_recursive
12000,1922,C,merge_recursive
13000,2063,C,merge_recursive
13000,1958,C,merge_recursive
13000,2137,C,merge_recursive
13000,2126,C,merge_recursive
13000,1998,C,merge_recursive
13000,1959,C,merge_recursive
13000,1954,C,merge_recursive
13000,1953,C,merge_recursive
13000,2116,C,merge_recursive
13000,1954,C,merge_recursive
14000,2111,C,merge_recursive
14000,2156,C,merge_recursive
14000,2104,C,merge_recursive
14000,2190,C,merge_recursive
14000,2107,C,merge_recursive
14000,2104,C,merge_recursive
14000,2109,C,merge_recursive
14000,2168,C,merge_recursive
14000,2127,C,merge_recursive
14000,2106,C,merge_recursive
15000,2276,C,merge_recursive
15000,2302,C,merge_recursive
15000,2322,C,merge_recursive
15000,2274,C,merge_recursive
15000,2267,C,merge_recursive
15000,2272,C,merge_recursive
15000,2272,C,merge_recursive
15000,2267,C,merge_recursive
15000,2281,C,merge_recursive
15000,2331,C,merge_recursive
16000,2670,C,merge_recursive
16000,2560,C,merge_recursive
16000,2466,C,merge_recursive
16000,2413,C,merge_recursive
16000,2410,C,merge_recursive
16000,2642,C,merge_recursive
16000,2542,C,merge_recursive
16000,2467,C,merge_recursive
16000,2466,C,merge_recursive
16000,2514,C,merge_recursive
17000,2706,C,merge_recursive
17000,2594,C,merge_recursive
17000,2580,C,merge_recursive
17000,2574,C,merge_recursive
17000,2778,C,merge_recursive
17000,2633,C,merge_recursive
17000,2573,C,merge_recursive
17000,2583,C,merge_recursive
17000,2580,C,merge_recursive
17000,2580,C,merge_recursive
18000,2792,C,merge_recursive
18000,2736,C,merge_recursive
18000,2735,C,merge_recursive
18000,2797,C,merge_recursive
18000,2788,C,merge_recursive
18000,2831,C,merge_recursive
18000,2738,C,merge_recursive
18000,2735,C,merge_recursive
18000,2744,C,merge_recursive
18000,2738,C,merge_recursive
19000,2975,C,merge_recursive
19000,3210,C,merge_recursive
19000,3088,C,merge_recursive
19000,2893,C,merge_recursive
19000,2933,C,merge_recursive
19000,3110,C,merge_recursive
19000,2914,C,merge_recursive
19000,2959,C,merge_recursive
19000,3038,C,merge_recursive
19000,2951,C,merge_recursive
20000,3038,C,merge_recursive
20000,3045,C,merge_recursive
20000,3048,C,merge_recursive
20000,3060,C,merge_recursive
20000,3043,C,merge_recursive
20000,3134,C,merge_recursive
20000,3047,C,merge_recursive
20000,3046,C,merge_recursive
20000,3104,C,merge_recursive
20000,3044,C,merge_recursive
21000,3222,C,merge_recursive
21000,3277,C,merge_recursive
21000,3279,C,merge_recursive
21000,3218,C,merge_recursive
21000,3217,C,merge_recursive
21000,3246,C,merge_recursive
21000,3286,C,merge_recursive
21000,3567,C,merge_recursive
21000,3401,C,merge_recursive
21000,3269,C,merge_recursive
22000,3525,C,merge_recursive
22000,3587,C,merge_recursive
22000,3393,C,merge_recursive
22000,3510,C,merge_recursive
22000,3460,C,merge_recursive
22000,3395,C,merge_recursive
22000,3396,C,merge_recursive
22000,3398,C,merge_recursive
22000,3452,C,merge_recursive
22000,3500,C,merge_recursive
23000,3665,C,merge_recursive
23000,3560,C,merge_recursive
23000,3617,C,merge_recursive
23000,3571,C,merge_recursive
23000,3571,C,merge_recursive
23000,3615,C,merge_recursive
23000,3641,C,merge_recursive
23000,3555,C,merge_recursive
23000,3701,C,merge_recursive
23000,3709,C,merge_recursive
24000,4083,C,merge_recursive
24000,3808,C,merge_recursive
24000,3713,C,merge_recursive
24000,3914,C,merge_recursive
24000,3762,C,merge_recursive
24000,3826,C,merge_recursive
24000,3974,C,merge_recursive
24000,3717,C,merge_recursive
24000,3716,C,merge_recursive
24000,3712,C,merge_recursive
25000,3934,C,merge_recursive
25000,3950,C,merge_recursive
25000,4029,C,merge_recursive
25000,3939,C,merge_recursive
25000,3887,C,merge_recursive
25000,3890,C,merge_recursive
25000,3934,C,merge_recursive
25000,3945,C,merge_recursive
25000,3887,C,merge_recursive
25000,3883,C,merge_recursive
26000,4137,C,merge_recursive
26000,4460,C,merge_recursive
26000,4141,C,merge_recursive
26000,4077,C,merge_recursive
26000,4309,C,merge_recursive
26000,4100,C,merge_recursive
26000,4143,C,merge_recursive
26000,4133,C,merge_recursive
26000,4074,C,merge_recursive
26000,4080,C,merge_recursive
27000,4297,C,merge_recursive
27000,4328,C,merge_recursive
27000,4243,C,merge_recursive
27000,4390,C,merge_recursive
27000,4253,C,merge_recursive
27000,4247,C,merge_recursive
27000,4361,C,merge_recursive
27000,4249,C,merge_recursive
27000,4243,C,merge_recursive
27000,4249,C,merge_recursive
28000,4749,C,merge_recursive
28000,4546,C,merge_recursive
28000,4384,C,merge_recursive
28000,4480,C,merge_recursive
28000,4521,C,merge_recursive
28000,4446,C,merge_recursive
28000,4385,C,merge_recursive
28000,4395,C,merge_recursive
28000,4387,C,merge_recursive
28000,4484,C,merge_recursive
29000,4557,C,merge_recursive
29000,4549,C,merge_recursive
29000,4692,C,merge_recursive
29000,4557,C,merge_recursive
29000,4615,C,merge_recursive
29000,4720,C,merge_recursive
29000,4554,C,merge_recursive
29000,4597,C,merge_recursive
29000,4968,C,merge_recursive
29000,4699,C,merge_recursive
30000,4857,C,merge_recursive
30000,4968,C,merge_recursive
30000,4938,C,merge_recursive
30000,4854,C,merge_recursive
30000,4760,C,merge_recursive
30000,4732,C,merge_recursive
30000,4813,C,merge_recursive
30000,4823,C,merge_recursive
30000,4874,C,merge_recursive
30000,4790,C,merge_recursive
31000,4986,C,merge_recursive
31000,4984,C,merge_recursive
31000,4879,C,merge_recursive
31000,4886,C,merge_recursive
31000,4955,C,merge_recursive
31000,5135,C,merge_recursive
31000,5086,C,merge_recursive
31000,4961,C,merge_recursive
31000,4883,C,merge_recursive
31000,5118,C,merge_recursive
32000,5066,C,merge_recursive
32000,5020,C,merge_recursive
32000,5056,C,merge_recursive
32000,5104,C,merge_recursive
32000,5021,C,merge_recursive
32000,5077,C,merge_recursive
32000,5014,C,merge_recursive
32000,5270,C,merge_recursive
32000,5157,C,merge_recursive
32000,5026,C,merge_recursive
33000,5235,C,merge_recursive
33000,5451,C,merge_recursive
33000,5251,C,merge_recursive
33000,5353,C,merge_recursive
33000,5331,C,merge_recursive
33000,5363,C,merge_recursive
33000,5179,C,merge_recursive
33000,5248,C,merge_recursive
33000,5222,C,merge_recursive
33000,5216,C,merge_recursive
34000,5392,C,merge_recursive
34000,5582,C,merge_recursive
34000,5370,C,merge_recursive
34000,5818,C,merge_recursive
34000,5673,C,merge_recursive
34000,5375,C,merge_recursive
34000,5655,C,merge_recursive
34000,5469,C,merge_recursive
34000,5440,C,merge_recursive
34000,5389,C,merge_recursive
35000,5664,C,merge_recursive
35000,5545,C,merge_recursive
35000,5547,C,merge_recursive
35000,5602,C,merge_recursive
35000,5550,C,merge_recursive
35000,5597,C,merge_recursive
35000,5552,C,merge_recursive
35000,5634,C,merge_recursive
35000,5801,C,merge_recursive
35000,5542,C,merge_recursive
36000,5905,C,merge_recursive
36000,5883,C,merge_recursive
36000,5745,C,merge_recursive
36000,5921,C,merge_recursive
36000,5897,C,merge_recursive
36000,5745,C,merge_recursive
36000,5700,C,merge_recursive
36000,5752,C,merge_recursive
36000,5744,C,merge_recursive
36000,5694,C,merge_recursive
37000,5835,C,merge_recursive
37000,5980,C,merge_recursive
37000,5952,C,merge_recursive
37000,5988,C,merge_recursive
37000,5958,C,merge_recursive
37000,5966,C,merge_recursive
37000,5923,C,merge_recursive
37000,5927,C,merge_recursive
37000,5954,C,merge_recursive
37000,5847,C,merge_recursive
38000,6023,C,merge_recursive
38000,6082,C,merge_recursive
38000,6045,C,merge_recursive
38000,6077,C,merge_recursive
38000,6029,C,merge_recursive
38000,6161,C,merge_recursive
38000,6027,C,merge_recursive
38000,6229,C,merge_recursive
38000,6320,C,merge_recursive
38000,6076,C,merge_recursive
39000,6400,C,merge_recursive
39000,6400,C,merge_recursive
39000,6443,C,merge_recursive
39000,6178,C,merge_recursive
39000,6243,C,merge_recursive
39000,6246,C,merge_recursive
39000,6241,C,merge_recursive
39000,6180,C,merge_recursive
39000,6292,C,merge_recursive
39000,6229,C,merge_recursive
40000,6339,C,merge_recursive
40000,6648,C,merge_recursive
40000,6376,C,merge_recursive
40000,6596,C,merge_recursive
40000,6571,C,merge_recursive
40000,6474,C,merge_recursive
40000,6331,C,merge_recursive
40000,6388,C,merge_recursive
40000,6341,C,merge_recursive
40000,6386,C,merge_recursive
41000,6483,C,merge_recursive
41000,6610,C,merge_recursive
41000,6479,C,merge_recursive
41000,6562,C,merge_recursive
41000,6712,C,merge_recursive
41000,6640,C,merge_recursive
41000,6695,C,merge_recursive
41000,6829,C,merge_recursive
41000,6479,C,merge_recursive
41000,6527,C,merge_recursive
42000,6767,C,merge_recursive
42000,6740,C,merge_recursive
42000,6692,C,merge_recursive
42000,6809,C,merge_recursive
42000,6709,C,merge_recursive
42000,6746,C,merge_recursive
42000,7036,C,merge_recursive
42000,6780,C,merge_recursive
42000,6941,C,merge_recursive
42000,7046,C,merge_recursive
43000,6893,C,merge_recursive
43000,6936,C,merge_recursive
43000,6948,C,merge_recursive
43000,6934,C,merge_recursive
43000,6888,C,merge_recursive
43000,7046,C,merge_recursive
43000,6946,C,merge_recursive
43000,6969,C,merge_recursive
43000,7242,C,merge_recursive
43000,7256,C,merge_recursive
44000,7155,C,merge_recursive
44000,7200,C,merge_recursive
44000,7068,C,merge_recursive
44000,7211,C,merge_recursive
44000,7116,C,merge_recursive
44000,7133,C,merge_recursive
44000,7250,C,merge_recursive
44000,7099,C,merge_recursive
44000,7069,C,merge_recursive
44000,7409,C,merge_recursive
45000,7291,C,merge_recursive
45000,7383,C,merge_recursive
45000,7568,C,merge_recursive
45000,7212,C,merge_recursive
45000,7267,C,merge_recursive
45000,7346,C,merge_recursive
45000,7258,C,merge_recursive
45000,7202,C,merge_recursive
45000,7332,C,merge_recursive
45000,7209,C,merge_recursive
46000,7750,C,merge_recursive
46000,7493,C,merge_recursive
46000,7752,C,merge_recursive
46000,7569,C,merge_recursive
46000,7545,C,merge_recursive
46000,7529,C,merge_recursive
46000,7461,C,merge_recursive
46000,7523,C,merge_recursive
46000,7457,C,merge_recursive
46000,7607,C,merge_recursive
47000,7629,C,merge_recursive
47000,7903,C,merge_recursive
47000,7695,C,merge_recursive
47000,7801,C,merge_recursive
47000,7672,C,merge_recursive
47000,7570,C,merge_recursive
47000,7669,C,merge_recursive
47000,7562,C,merge_recursive
47000,7608,C,merge_recursive
47000,7632,C,merge_recursive
48000,7731,C,merge_recursive
48000,7907,C,merge_recursive
48000,8018,C,merge_recursive
48000,8036,C,merge_recursive
48000,8084,C,merge_recursive
48000,8007,C,merge_recursive
48000,8004,C,merge_recursive
48000,7972,C,merge_recursive
48000,8009,C,merge_recursive
48000,7970,C,merge_recursive
49000,8149,C,merge_recursive
49000,8118,C,merge_recursive
49000,8102,C,merge_recursive
49000,8389,C,merge_recursive
49000,7984,C,merge_recursive
49000,7999,C,merge_recursive
49000,7857,C,merge_recursive
49000,7884,C,merge_recursive
49000,8042,C,merge_recursive
49000,7850,C,merge_recursive
0,0,C,merge_recursive
1000,100,C,merge_iterative
1000,99,C,merge_iterative
1000,100,C,merge_iterative
1000,100,C,merge_iterative
1000,129,C,merge_iterative
1000,100,C,merge_iterative
1000,99,C,merge_iterative
1000,99,C,merge_iterative
1000,98,C,merge_iterative
1000,99,C,merge_iterative
2000,216,C,merge_iterative
2000,216,C,merge_iterative
2000,217,C,merge_iterative
2000,217,C,merge_iterative
2000,219,C,merge_iterative
2000,217,C,merge_iterative
2000,217,C,merge_iterative
2000,218,C,merge_iterative
2000,218,C,merge_iterative
2000,217,C,merge_iterative
3000,416,C,merge_iterative
3000,338,C,merge_iterative
3000,358,C,merge_iterative
3000,351,C,merge_iterative
3000,353,C,merge_iterative
3000,353,C,merge_iterative
3000,351,C,merge_iterative
3000,348,C,merge_iterative
3000,350,C,merge_iterative
3000,349,C,merge_iterative
4000,466,C,merge_iterative
4000,485,C,merge_iterative
4000,520,C,merge_iterative
4000,467,C,merge_iterative
4000,494,C,merge_iterative
4000,502,C,merge_iterative
4000,496,C,merge_iterative
4000,497,C,merge_iterative
4000,496,C,merge_iterative
4000,485,C,merge_iterative
5000,606,C,merge_iterative
5000,634,C,merge_iterative
5000,605,C,merge_iterative
5000,603,C,merge_iterative
5000,603,C,merge_iterative
5000,605,C,merge_iterative
5000,632,C,merge_iterative
5000,650,C,merge_iterative
5000,623,C,merge_iterative
5000,618,C,merge_iterative
6000,755,C,merge_iterative
6000,926,C,merge_iterative
6000,779,C,merge_iterative
6000,780,C,merge_iterative
6000,803,C,merge_iterative
6000,801,C,merge_iterative
6000,734,C,merge_iterative
6000,736,C,merge_iterative
6000,735,C,merge_iterative
6000,733,C,merge_iterative
7000,855,C,merge_iterative
7000,952,C,merge_iterative
7000,939,C,merge_iterative
7000,1025,C,merge_iterative
7000,890,C,merge_iterative
7000,920,C,merge_iterative
7000,913,C,merge_iterative
7000,912,C,merge_iterative
7000,859,C,merge_iterative
7000,865,C,merge_iterative
8000,989,C,merge_iterative
8000,992,C,merge_iterative
8000,1012,C,merge_iterative
8000,990,C,merge_iterative
8000,990,C,merge_iterative
8000,993,C,merge_iterative
8000,990,C,merge_iterative
8000,1029,C,merge_iterative
8000,1004,C,merge_iterative
8000,1072,C,merge_iterative
9000,1150,C,merge_iterative
9000,1249,C,merge_iterative
9000,1187,C,merge_iterative
9000,1190,C,merge_iterative
9000,1166,C,merge_iterative
9000,1147,C,merge_iterative
9000,1153,C,merge_iterative
9000,1150,C,merge_iterative
9000,1151,C,merge_iterative
9000,1156,C,merge_iterative
10000,1272,C,merge_iterative
10000,1280,C,merge_iterative
10000,1278,C,merge_iterative
10000,1275,C,merge_iterative
10000,1279,C,merge_iterative
10000,1271,C,merge_iterative
10000,1278,C,merge_iterative
10000,1275,C,merge_iterative
10000,1328,C,merge_iterative
10000,1277,C,merge_iterative
11000,1402,C,merge_iterative
11000,1410,C,merge_iterative
11000,1405,C,merge_iterative
11000,1414,C,merge_iterative
11000,1406,C,merge_iterative
11000,1408,C,merge_iterative
11000,1401,C,merge_iterative
11000,1419,C,merge_iterative
11000,1453,C,merge_iterative
11000,1459,C,merge_iterative
12000,1537,C,merge_iterative
12000,1539,C,merge_iterative
12000,1537,C,merge_iterative
12000,1550,C,merge_iterative
12000,1549,C,merge_iterative
12000,1543,C,merge_iterative
12000,1613,C,merge_iterative
12000,1677,C,merge_iterative
12000,1597,C,merge_iterative
12000,1642,C,merge_iterative
13000,1706,C,merge_iterative
13000,1687,C,merge_iterative
13000,1681,C,merge_iterative
13000,1738,C,merge_iterative
13000,1791,C,merge_iterative
13000,1787,C,merge_iterative
13000,1757,C,merge_iterative
13000,1684,C,merge_iterative
13000,1682,C,merge_iterative
13000,1684,C,merge_iterative
14000,1873,C,merge_iterative
14000,1863,C,merge_iterative
14000,1810,C,merge_iterative
14000,1806,C,merge_iterative
14000,1809,C,merge_iterative
14000,1851,C,merge_iterative
14000,1807,C,merge_iterative
14000,1804,C,merge_iterative
14000,1862,C,merge_iterative
14000,1810,C,merge_iterative
15000,1951,C,merge_iterative
15000,1944,C,merge_iterative
15000,1944,C,merge_iterative
15000,1943,C,merge_iterative
15000,1997,C,merge_iterative
15000,2103,C,merge_iterative
15000,2011,C,merge_iterative
15000,1951,C,merge_iterative
15000,1974,C,merge_iterative
15000,1995,C,merge_iterative
16000,2088,C,merge_iterative
16000,2147,C,merge_iterative
16000,2081,C,merge_iterative
16000,2089,C,merge_iterative
16000,2161,C,merge_iterative
16000,2081,C,merge_iterative
16000,2085,C,merge_iterative
16000,2091,C,merge_iterative
16000,2186,C,merge_iterative
16000,2337,C,merge_iterative
17000,2434,C,merge_iterative
17000,2288,C,merge_iterative
17000,2330,C,merge_iterative
17000,2422,C,merge_iterative
17000,2442,C,merge_iterative
17000,2295,C,merge_iterative
17000,2287,C,merge_iterative
17000,2308,C,merge_iterative
17000,2294,C,merge_iterative
17000,2346,C,merge_iterative
18000,2413,C,merge_iterative
18000,2481,C,merge_iterative
18000,2415,C,merge_iterative
18000,2420,C,merge_iterative
18000,2573,C,merge_iterative
18000,2410,C,merge_iterative
18000,2410,C,merge_iterative
18000,2413,C,merge_iterative
18000,2415,C,merge_iterative
18000,2485,C,merge_iterative
19000,2544,C,merge_iterative
19000,2543,C,merge_iterative
19000,2548,C,merge_iterative
19000,2547,C,merge_iterative
19000,2548,C,merge_iterative
19000,2605,C,merge_iterative
19000,2555,C,merge_iterative
19000,2554,C,merge_iterative
19000,2552,C,merge_iterative
19000,2543,C,merge_iterative
20000,2780,C,merge_iterative
20000,2838,C,merge_iterative
20000,2793,C,merge_iterative
20000,2676,C,merge_iterative
20000,2932,C,merge_iterative
20000,2864,C,merge_iterative
20000,2787,C,merge_iterative
20000,2669,C,merge_iterative
20000,2664,C,merge_iterative
20000,2831,C,merge_iterative
21000,2923,C,merge_iterative
21000,2912,C,merge_iterative
21000,2850,C,merge_iterative
21000,2898,C,merge_iterative
21000,2941,C,merge_iterative
21000,2961,C,merge_iterative
21000,2816,C,merge_iterative
21000,2823,C,merge_iterative
21000,2940,C,merge_iterative
21000,2818,C,merge_iterative
22000,2946,C,merge_iterative
22000,2947,C,merge_iterative
22000,2946,C,merge_iterative
22000,3081,C,merge_iterative
22000,3074,C,merge_iterative
22000,2951,C,merge_iterative
22000,2950,C,merge_iterative
22000,3014,C,merge_iterative
22000,3193,C,merge_iterative
22000,3127,C,merge_iterative
23000,3075,C,merge_iterative
23000,3296,C,merge_iterative
23000,3250,C,merge_iterative
23000,3084,C,merge_iterative
23000,3219,C,merge_iterative
23000,3078,C,merge_iterative
23000,3075,C,merge_iterative
23000,3134,C,merge_iterative
23000,3085,C,merge_iterative
23000,3082,C,merge_iterative
24000,3244,C,merge_iterative
24000,3253,C,merge_iterative
24000,3255,C,merge_iterative
24000,3316,C,merge_iterative
24000,3298,C,merge_iterative
24000,3330,C,merge_iterative
24000,3220,C,merge_iterative
24000,3225,C,merge_iterative
24000,3302,C,merge_iterative
24000,3270,C,merge_iterative
25000,3385,C,merge_iterative
25000,3382,C,merge_iterative
25000,3687,C,merge_iterative
25000,3591,C,merge_iterative
25000,3487,C,merge_iterative
25000,3574,C,merge_iterative
25000,3573,C,merge_iterative
25000,3488,C,merge_iterative
25000,3485,C,merge_iterative
25000,3512,C,merge_iterative
26000,3769,C,merge_iterative
26000,3767,C,merge_iterative
26000,3509,C,merge_iterative
26000,3504,C,merge_iterative
26000,3516,C,merge_iterative
26000,3657,C,merge_iterative
26000,3651,C,merge_iterative
26000,3526,C,merge_iterative
26000,3509,C,merge_iterative
26000,3506,C,merge_iterative
27000,3794,C,merge_iterative
27000,3703,C,merge_iterative
27000,3642,C,merge_iterative
27000,3653,C,merge_iterative
27000,3878,C,merge_iterative
27000,3879,C,merge_iterative
27000,3712,C,merge_iterative
27000,3922,C,merge_iterative
27000,3721,C,merge_iterative
27000,3719,C,merge_iterative
28000,3833,C,merge_iterative
28000,3788,C,merge_iterative
28000,3785,C,merge_iterative
28000,3843,C,merge_iterative
28000,3843,C,merge_iterative
28000,3787,C,merge_iterative
28000,3785,C,merge_iterative
28000,4036,C,merge_iterative
28000,4027,C,merge_iterative
28000,3784,C,merge_iterative
29000,3940,C,merge_iterative
29000,3990,C,merge_iterative
29000,3988,C,merge_iterative
29000,3999,C,merge_iterative
29000,4141,C,merge_iterative
29000,4259,C,merge_iterative
29000,3940,C,merge_iterative
29000,4325,C,merge_iterative
29000,4061,C,merge_iterative
29000,3995,C,merge_iterative
30000,4122,C,merge_iterative
30000,4134,C,merge_iterative
30000,4072,C,merge_iterative
30000,4076,C,merge_iterative
30000,4070,C,merge_iterative
30000,4065,C,merge_iterative
30000,4173,C,merge_iterative
30000,4127,C,merge_iterative
30000,4067,C,merge_iterative
30000,4087,C,merge_iterative
31000,4267,C,merge_iterative
31000,4280,C,merge_iterative
31000,4207,C,merge_iterative
31000,4317,C,merge_iterative
31000,4515,C,merge_iterative
31000,4207,C,merge_iterative
