10, -1, 0
60, -1, 0
110, -1, 1
160, -1, 0
210, 61, 0
260, -1, 0
310, -1, 1
360, 100, 0
410, 284, 0
460, -1, 0
510, -1, 0
560, 546, 0
610, 104, 1
660, 482, 0
710, -1, 0
760, 440, 0
810, -1, 0
860, 412, 0
910, 893, 0
960, -1, 0
960, -1, 0
