10, -1, 0
60, -1, 1
110, -1, 0
160, -1, 0
210, 61, 0
260, -1, 1
310, -1, 0
360, 100, 1
410, 284, 1
460, -1, 0
510, -1, 0
560, 546, 0
610, 104, 0
660, 482, 0
710, -1, 1
760, 440, 0
810, -1, 1
860, 412, 0
910, 893, 0
960, -1, 0
960, -1, 0
