10, 1
60, 19
110, 50
160, 101
210, 162
260, 247
310, 355
360, 515
410, 592
460, 805
510, 948
560, 1120
610, 1388
660, 1592
710, 1792
760, 2062
810, 2306
860, 2525
910, 2780
960, 3066
0, 1
