time,input,algorithm,implementation,language,dummy
0.000890,17000,linear_search,iterative,Python,13559
0.000844,17000,linear_search,iterative,Python,12553
0.000129,17000,linear_search,iterative,Python,1931
0.000327,17000,linear_search,iterative,Python,4664
0.001043,17000,linear_search,iterative,Python,15963
0.000908,18000,linear_search,iterative,Python,13446
0.001164,18000,linear_search,iterative,Python,17658
0.001170,18000,linear_search,iterative,Python,-1
0.001146,18000,linear_search,iterative,Python,-1
0.000658,18000,linear_search,iterative,Python,9781
0.001129,18000,linear_search,iterative,Python,-1
0.001176,18000,linear_search,iterative,Python,-1
0.000282,18000,linear_search,iterative,Python,4245
0.001154,18000,linear_search,iterative,Python,-1
0.000699,18000,linear_search,iterative,Python,10567
0.000472,19000,linear_search,iterative,Python,7053
0.001216,19000,linear_search,iterative,Python,-1
0.001222,19000,linear_search,iterative,Python,-1
0.000183,19000,linear_search,iterative,Python,2831
0.001230,19000,linear_search,iterative,Python,-1
0.001081,19000,linear_search,iterative,Python,16564
0.001218,19000,linear_search,iterative,Python,-1
0.001218,19000,linear_search,iterative,Python,18733
0.000408,19000,linear_search,iterative,Python,6056
0.000208,19000,linear_search,iterative,Python,3162
0.001283,20000,linear_search,iterative,Python,-1
0.001277,20000,linear_search,iterative,Python,-1
0.000528,20000,linear_search,iterative,Python,7643
0.000171,20000,linear_search,iterative,Python,2525
0.001292,20000,linear_search,iterative,Python,-1
0.001264,20000,linear_search,iterative,Python,-1
0.001308,20000,linear_search,iterative,Python,-1
0.000382,20000,linear_search,iterative,Python,5789
0.001167,20000,linear_search,iterative,Python,17458
0.001258,20000,linear_search,iterative,Python,-1
0.001381,21000,linear_search,iterative,Python,-1
0.001356,21000,linear_search,iterative,Python,-1
0.000224,21000,linear_search,iterative,Python,3207
0.000411,21000,linear_search,iterative,Python,6328
0.001355,21000,linear_search,iterative,Python,-1
0.000150,21000,linear_search,iterative,Python,2243
0.000345,21000,linear_search,iterative,Python,5154
0.001177,21000,linear_search,iterative,Python,18177
0.001248,21000,linear_search,iterative,Python,17768
0.001316,21000,linear_search,iterative,Python,-1
0.000337,22000,linear_search,iterative,Python,4805
0.001394,22000,linear_search,iterative,Python,-1
0.000061,22000,linear_search,iterative,Python,779
0.000638,22000,linear_search,iterative,Python,9871
0.001245,22000,linear_search,iterative,Python,18271
0.001384,22000,linear_search,iterative,Python,-1
0.000659,22000,linear_search,iterative,Python,9496
0.000522,22000,linear_search,iterative,Python,7968
0.001441,22000,linear_search,iterative,Python,-1
0.001526,22000,linear_search,iterative,Python,-1
0.001573,23000,linear_search,iterative,Python,-1
0.000567,23000,linear_search,iterative,Python,7421
0.001265,23000,linear_search,iterative,Python,18913
0.000812,23000,linear_search,iterative,Python,12214
0.000374,23000,linear_search,iterative,Python,5185
0.000078,23000,linear_search,iterative,Python,1144
0.000888,23000,linear_search,iterative,Python,13033
0.000414,23000,linear_search,iterative,Python,6344
0.001512,23000,linear_search,iterative,Python,-1
0.000096,23000,linear_search,iterative,Python,1378
0.000864,24000,linear_search,iterative,Python,12380
0.001458,24000,linear_search,iterative,Python,22043
0.000588,24000,linear_search,iterative,Python,8750
0.001530,24000,linear_search,iterative,Python,-1
0.001567,24000,linear_search,iterative,Python,-1
0.001504,24000,linear_search,iterative,Python,-1
0.000668,24000,linear_search,iterative,Python,9783
0.000069,24000,linear_search,iterative,Python,989
0.001541,24000,linear_search,iterative,Python,-1
0.001528,24000,linear_search,iterative,Python,-1
0.001605,25000,linear_search,iterative,Python,-1
0.001732,25000,linear_search,iterative,Python,-1
0.000566,25000,linear_search,iterative,Python,8457
0.001299,25000,linear_search,iterative,Python,19935
0.001630,25000,linear_search,iterative,Python,-1
0.001590,25000,linear_search,iterative,Python,-1
0.000066,25000,linear_search,iterative,Python,903
0.001569,25000,linear_search,iterative,Python,-1
0.001644,25000,linear_search,iterative,Python,-1
0.001574,25000,linear_search,iterative,Python,-1
0.001699,26000,linear_search,iterative,Python,-1
0.001642,26000,linear_search,iterative,Python,-1
0.001718,26000,linear_search,iterative,Python,-1
0.001393,26000,linear_search,iterative,Python,21565
0.001679,26000,linear_search,iterative,Python,-1
0.000324,26000,linear_search,iterative,Python,4883
0.001065,26000,linear_search,iterative,Python,15820
0.001268,26000,linear_search,iterative,Python,19309
0.001763,26000,linear_search,iterative,Python,-1
0.000978,26000,linear_search,iterative,Python,14677
0.001769,27000,linear_search,iterative,Python,-1
0.001736,27000,linear_search,iterative,Python,-1
0.000191,27000,linear_search,iterative,Python,2732
0.001695,27000,linear_search,iterative,Python,-1
0.000447,27000,linear_search,iterative,Python,6531
0.000988,27000,linear_search,iterative,Python,14654
0.001774,27000,linear_search,iterative,Python,-1
0.000045,27000,linear_search,iterative,Python,476
0.000574,27000,linear_search,iterative,Python,8043
0.001698,27000,linear_search,iterative,Python,-1
0.001812,28000,linear_search,iterative,Python,-1
0.001791,28000,linear_search,iterative,Python,-1
0.001821,28000,linear_search,iterative,Python,-1
0.001764,28000,linear_search,iterative,Python,-1
0.001631,28000,linear_search,iterative,Python,24325
0.001775,28000,linear_search,iterative,Python,-1
0.001441,28000,linear_search,iterative,Python,20758
0.001792,28000,linear_search,iterative,Python,-1
0.001810,28000,linear_search,iterative,Python,-1
0.001259,28000,linear_search,iterative,Python,18476
0.000897,29000,linear_search,iterative,Python,13235
0.001153,29000,linear_search,iterative,Python,17272
0.000518,29000,linear_search,iterative,Python,7276
0.001013,29000,linear_search,iterative,Python,15411
0.000298,29000,linear_search,iterative,Python,4221
0.001865,29000,linear_search,iterative,Python,28214
0.001895,29000,linear_search,iterative,Python,-1
0.000800,29000,linear_search,iterative,Python,11977
0.001879,29000,linear_search,iterative,Python,27656
0.001861,29000,linear_search,iterative,Python,-1
0.001857,30000,linear_search,iterative,Python,28090
0.001475,30000,linear_search,iterative,Python,21328
0.001946,30000,linear_search,iterative,Python,-1
0.000741,30000,linear_search,iterative,Python,10968
0.001947,30000,linear_search,iterative,Python,-1
0.000026,30000,linear_search,iterative,Python,218
0.001963,30000,linear_search,iterative,Python,-1
0.001970,30000,linear_search,iterative,Python,-1
0.001630,30000,linear_search,iterative,Python,23900
0.001920,30000,linear_search,iterative,Python,-1
