time,input,algorithm,implementation,language,dummy
9.954496,14000,insertion_sort,iterative,Python,0
9.421873,14000,insertion_sort,iterative,Python,0
9.138496,14000,insertion_sort,iterative,Python,0
9.622892,14000,insertion_sort,iterative,Python,0
10.762045,15000,insertion_sort,iterative,Python,0
11.323424,15000,insertion_sort,iterative,Python,0
9.618862,15000,insertion_sort,iterative,Python,0
10.328617,15000,insertion_sort,iterative,Python,0
10.130526,15000,insertion_sort,iterative,Python,0
11.897882,15000,insertion_sort,iterative,Python,0
9.803499,15000,insertion_sort,iterative,Python,0
11.228269,15000,insertion_sort,iterative,Python,0
9.754484,15000,insertion_sort,iterative,Python,0
12.149589,15000,insertion_sort,iterative,Python,0
11.952151,16000,insertion_sort,iterative,Python,0
12.966047,16000,insertion_sort,iterative,Python,0
10.960976,16000,insertion_sort,iterative,Python,0
13.163742,16000,insertion_sort,iterative,Python,0
10.969082,16000,insertion_sort,iterative,Python,0
12.259835,16000,insertion_sort,iterative,Python,0
11.388540,16000,insertion_sort,iterative,Python,0
13.460856,16000,insertion_sort,iterative,Python,0
11.072402,16000,insertion_sort,iterative,Python,0
11.100002,16000,insertion_sort,iterative,Python,0
12.373889,17000,insertion_sort,iterative,Python,0
13.069785,17000,insertion_sort,iterative,Python,0
12.788872,17000,insertion_sort,iterative,Python,0
13.592697,17000,insertion_sort,iterative,Python,0
12.989536,17000,insertion_sort,iterative,Python,0
13.722654,17000,insertion_sort,iterative,Python,0
13.308971,17000,insertion_sort,iterative,Python,0
12.563477,17000,insertion_sort,iterative,Python,0
12.510512,17000,insertion_sort,iterative,Python,0
12.489586,17000,insertion_sort,iterative,Python,0
16.292070,18000,insertion_sort,iterative,Python,0
16.907916,18000,insertion_sort,iterative,Python,0
14.091823,18000,insertion_sort,iterative,Python,0
13.930864,18000,insertion_sort,iterative,Python,0
13.989095,18000,insertion_sort,iterative,Python,0
14.001096,18000,insertion_sort,iterative,Python,0
14.185653,18000,insertion_sort,iterative,Python,0
14.245067,18000,insertion_sort,iterative,Python,0
13.990434,18000,insertion_sort,iterative,Python,0
